report_date,environment_type,falcon_instance,functional_domain,k8s_cluster,karpenter_status,cluster_packing_percent
2025-05-30,dev,aws-dev2-uswest2,foundation,sam-control1,Karpenter_Enabled,62.70609329811532
2025-05-30,dev,dev1-uswest2,tvm,sam-processing1,Karpenter_Enabled,62.93401435041448
2025-05-30,dev,aws-dev4-uswest2,scratchpad5,sam-processing4,Karpenter_Enabled,63.29901871078445
2025-05-30,dev,dev1-uswest2,seas,sam-processing1,Karpenter_Enabled,63.33754361559768
2025-05-30,test,perf2-uswest2,crypto,sam-mgmt-truth1,Karpenter_Enabled,63.75679382082583
2025-05-30,test,test1-uswest2,seas1,sam-processing1,Karpenter_Enabled,64.28125081201942
2025-05-30,dev,fdev1-uswest2,crypto,sam-mgmt-truth1,Karpenter_Enabled,65.01494554638919
2025-05-30,test,perf1-useast2,core1,sam-processing1,Karpenter_Enabled,65.50065813411429
2025-05-30,dev,aws-dev4-uswest2,foundation,sam-control1,Karpenter_Enabled,66.31261965948367
2025-05-30,dev,dev1-uswest2,netsec,sam-processing1,Karpenter_Enabled,66.41578632431084
2025-05-30,test,test1-uswest2,monitoring,sam-logging-monitoring1,Karpenter_Enabled,66.81120946454627
2025-05-30,dev,aws-dev2-uswest2,cdp1,sam-processing1,Karpenter_Enabled,66.82913746935192
2025-05-30,dev,aws-dev5-apsouth1,foundation,sam-processing1,Karpenter_Enabled,67.00145653261146
2025-05-30,dev,fdev1-uswest2,monitoring,sam-logging-monitoring2,Karpenter_Enabled,67.13537470313747
2025-05-30,test,perf2-uswest2,seas,sam-processing1,Karpenter_Enabled,67.65309868811164
2025-05-30,test,aws-test2-useast2,foundation,sam-logging-monitoring1,Karpenter_Enabled,67.73459775547772
2025-05-30,dev,fdev1-uswest2,foundation,sam-processing1,Karpenter_Enabled,68.29164434956118
2025-05-30,dev,dev1-uswest2,uip001,sam-processing1,Karpenter_Enabled,68.51340420865935
2025-05-30,dev,dev1-uswest2,dbaas,sam-processing1,Karpenter_Enabled,68.97921994080218
2025-05-30,test,perf1-useast2,crypto,sam-mgmt-truth1,Karpenter_Enabled,69.13992589251006
2025-05-30,dev,fdev1-uswest2,monitoring,sam-logging-monitoring1,Karpenter_Enabled,69.14990985961036
2025-05-30,dev,dev1-uswest2,monitoring-regional,sam-log-mon2,Karpenter_Enabled,69.73906879994911
2025-05-30,dev,aws-dev2-uswest2,dp-services,sam-processing2,Karpenter_Enabled,70.04454415303957
2025-05-30,test,test1-uswest2,core3,sam-processing00001,Karpenter_Enabled,70.32094983608943
2025-05-30,dev,fdev1-uswest2,monitoring,sam-processing1,Karpenter_Enabled,70.48759689769143
2025-05-30,dev,aws-dev5-apsouth1,foundation,sam-log-mon1,Karpenter_Enabled,70.56366429725372
2025-05-30,stage,aws-stage1-useast2,foundation,sam-control1,Karpenter_Enabled,70.8235098790882
2025-05-30,test,test1-uswest2,monitoring-regional,sam-log-mon1,Karpenter_Enabled,71.49853792555143
2025-05-30,test,perf1-useast2,seas,sam-processing1,Karpenter_Enabled,71.5420004687986
2025-05-30,dev,fdev1-uswest2,foundation,sam-logging-monitoring1,Karpenter_Enabled,72.00226387213415
2025-05-30,test,test1-uswest2,ms-regional-migrate,sam-processing1,Karpenter_Enabled,72.64829901935124
2025-05-30,dev,dev1-uswest2,mulesoft-cp,sam-processing1,Karpenter_Enabled,73.47135242518986
2025-05-30,dev,aws-dev2-uswest2,mulesoft-cp,sam-processing1,Karpenter_Enabled,73.82386575549206
2025-05-30,dev,aws-dev4-uswest2,commerceecom,sam-processing1,Karpenter_Enabled,74.05955841890068
2025-05-30,dev,aws-dev2-uswest2,cvw-dataplane-test,sam-processing1,Karpenter_Enabled,74.18854431944243
2025-05-30,dev,dev1-uswest2,cdp001,sam-processing1,Karpenter_Enabled,74.33555212195941
2025-05-30,test,test1-uswest2,crypto,sam-mgmt-truth1,Karpenter_Enabled,74.96734575409567
2025-05-30,test,aws-test2-useast2,foundation,sam-control1,Karpenter_Enabled,75.1351568809959
2025-05-30,dev,aws-dev2-uswest2,apiq,sam-restricted1,Karpenter_Enabled,75.4744418849161
2025-05-30,dev,dev1-uswest2,edge,sam-processing1,Karpenter_Enabled,75.55045683974686
2025-05-30,test,perf2-uswest2,foundation,sam-control1,Karpenter_Enabled,75.70639436794852
