servicename,total_count,on_fkp,percent_on_fkp
mce-ect-vision-ui,4,0,0.0
midgard,4,2,50.0
industries-rcg-tenant-mgmt,4,4,100.0
security-hub,4,4,100.0
mce-eef2-config,4,0,0.0
mulesoft-anypoint-signin,4,4,100.0
amg-topo-api,4,2,50.0
spiff-pipeline,4,4,100.0
stargate,4,0,0.0
fedx-armn,4,4,100.0
haastemporalworker,4,4,100.0
industries-rcg-test,4,4,100.0
anypoint-mq-ui,4,4,100.0
scp-sot,4,4,100.0
argus-query,4,4,100.0
cloudhub-ui,4,4,100.0
mce-ees-jb-ui,4,0,0.0
mulesoft-auth-server-ui,4,4,100.0
api-designer-dc-ui,4,4,100.0
mulesoft-anypoint-admin-console,4,4,100.0
ms-op-druid-events-store,4,4,100.0
spiff-permiso,4,4,100.0
mce-ecs-ui,4,0,0.0
sfcd-argo-workflows,4,3,75.0
sfcd-workflow-api,4,0,0.0
mce-eci-ui,4,0,0.0
ms-op-druid-operator,4,4,100.0
mce-ecs-ecrubear,4,0,0.0
mce-ecs-weather,4,0,0.0
mj-adhoc-query-service-orchestrator,4,4,100.0
mce-reporting-service,4,0,0.0
mule-dx-xapi-ai-service,4,4,100.0
industries-rcg-retail,4,4,100.0
pcs-tool,4,0,0.0
pcs-autohydrator,4,0,0.0
mce-sto-config,4,0,0.0
tvm-db-automation,4,2,50.0
fwe-o2-update-long,4,4,100.0
hfa-agg,4,4,100.0
mce-sto-setup,4,0,0.0
pcs-arc,4,0,0.0
pcs-majordomo-operator,4,0,0.0
arm-ui,4,4,100.0
mce-ecs-attr-scan,4,0,0.0
sfci-release-master,4,0,0.0
mobile-builder,4,4,100.0
mce-citadel,3,0,0.0
sfmaps-s2,3,3,100.0
datorama-extract-and-deliver,3,1,33.3
ms-exchange-tooling-service,3,3,100.0
ms-metrics-api,3,3,100.0
exchange-rest-connect-service,3,3,100.0
apiq-apiv1,3,3,100.0
sagas-server-service,3,3,100.0
apiq-org-migration-api,3,3,100.0
exchange-xapi-service,3,3,100.0
api-manager-platform-service,3,3,100.0
datorama-web,3,1,33.3
apiq-gph-alrt-onbd-inbx,3,3,100.0
exchange-file-service,3,3,100.0
amc-quotas,3,3,100.0
datorama-newplatform,3,1,33.3
apiq-gph-alrt-pst,3,3,100.0
ms-log-aggregator-monitor,3,3,100.0
object-store-api-service,3,3,100.0
argus-opentsdb-write,3,3,100.0
security-fabric-edge-server-ser,3,3,100.0
apiq-sts-snapshots-shared,3,3,100.0
exchange-asset-manager-service,3,3,100.0
ang-governance-validation-service,3,3,100.0
apiq-gph-insgt-pub,3,3,100.0
ipam,3,3,100.0
exchange-asset-type-service,3,3,100.0
apiq-zk-eap,3,3,100.0
apiq-gph-xtr-strm,3,3,100.0
datorama-dataaggregator,3,1,33.3
tracer-es-master,3,3,100.0
mnm-emitter,3,3,100.0
api-manager-proxy-builder-service,3,3,100.0
amc-decorator,3,3,100.0
exchange-ui,3,3,100.0
safe-action,3,3,100.0
op-common-cell-management-service,3,3,100.0
ang-governance-report-service,3,3,100.0
sfcd-awsbake,3,0,0.0
amc-atlas,3,3,100.0
acm-acm-community-bridge-service,3,3,100.0
cp-metrics-reporting-service,3,3,100.0
